full_name,owner,name,html_url,stargazers_count,forks_count,topics,matched_topics
Kuntal-G/Books,Kuntal-G,Books,https://github.com/Kuntal-G/Books,12,8,"deep-learning,deep-neural-networks,generative-adversarial-network,dcgans,ssgan,began,discogan,stackgan,deep-dream,regression,classification,time-series,data-analysis,exploratory-data-analysis,model-deployment,transfer-learning,pretrained-models,bigdl,sentiment-analysis,social-media",model-deployment
Sarah-Hesham-2022/Doctork-Application,Sarah-Hesham-2022,Doctork-Application,https://github.com/Sarah-Hesham-2022/Doctork-Application,12,6,"convolutional-neural-networks,deep-learning,gui,healthcare-application,medical-imaging,model-deployment,pyqt5-desktop-application,python-3,tensorflow,bioinformatics,cnn,datascience,google-colaboratory-notebooks,kaggle,medical-image-processing,tensor-flow,desktop-application,h5-files",model-deployment
TurboML-Inc/demos,TurboML-Inc,demos,https://github.com/TurboML-Inc/demos,11,0,"data-science,feature-engineering,gen-ai,genai,llms,llmstack,machine-learning,ml,ml-platform,mlops,model-deployment,online-learning,online-machine-learning,streaming",model-deployment
PyDataBlog/fastapi-model-deployment,PyDataBlog,fastapi-model-deployment,https://github.com/PyDataBlog/fastapi-model-deployment,10,8,"tensorflow-tutorials,docker,keras,rest-api,model-deployment,tensorflow2",model-deployment
TUMFTM/EA_Battery_MDF,TUMFTM,EA_Battery_MDF,https://github.com/TUMFTM/EA_Battery_MDF,10,1,"battery-electric-vehicles,lithium-ion-batteries,model-deployment",model-deployment
cmigpereira/mlops-zoomcamp-project,cmigpereira,mlops-zoomcamp-project,https://github.com/cmigpereira/mlops-zoomcamp-project,10,2,"machine-learning,workflow-orchestration,mlops,model-deployment,model-monitoring",model-deployment
bharatc9530/Machine-Learning,bharatc9530,Machine-Learning,https://github.com/bharatc9530/Machine-Learning,9,29,"machine-learning,machine-learning-algorithms,deep-neural-networks,data-science,artificial-intelligence,artificial-neural-networks,datapreprocessing,model-deployment,embeddings,flask-api",model-deployment
BinFuPKU/pytorch-practice,BinFuPKU,pytorch-practice,https://github.com/BinFuPKU/pytorch-practice,9,2,"cnn-model,distributed-training,gan,model-deployment,pytorch,rnn-model",model-deployment
SayamAlt/Water-Quality-Prediction,SayamAlt,Water-Quality-Prediction,https://github.com/SayamAlt/Water-Quality-Prediction,8,3,"classification-models,data-visualization,exploratory-data-analysis,feature-engineering,imbalanced-learning,model-deployment,outlier-treatment,supervised-machine-learning",model-deployment
Rumeysakeskin/ASR-Quantization,Rumeysakeskin,ASR-Quantization,https://github.com/Rumeysakeskin/ASR-Quantization,8,0,"model-deployment,nvidia-nemo,post-training-quantization,pytorch,pytorch-lightning,quantization,speech-recognition",model-deployment
SayamAlt/Company-Bankruptcy-Prediction,SayamAlt,Company-Bankruptcy-Prediction,https://github.com/SayamAlt/Company-Bankruptcy-Prediction,8,0,"binary-classification,cicd-deployment,cross-validation,data-exploration-and-preprocessing,data-visualization,docker-container,exploratory-data-analysis,feature-engineering,github-actions,hyperparameter-optimization,machine-learning,model-deployment,model-training-and-evaluation",model-deployment
pxxthik/Real-Estate-Data-Science,pxxthik,Real-Estate-Data-Science,https://github.com/pxxthik/Real-Estate-Data-Science,8,0,"aws,data-science,data-visualisation,eda,machinelearning,model-deployment,predictive-analysis,real-estate,recommender-system,regression-analysis,dvc",model-deployment
ahmetcankaraoglan/Mnist-Model-Deployment,ahmetcankaraoglan,Mnist-Model-Deployment,https://github.com/ahmetcankaraoglan/Mnist-Model-Deployment,7,2,"flask,cnn-classification,mnist,digit-recognizer,model-deployment,heroku,cnn,mnist-image-dataset,tensorflow",model-deployment
JensBender/rental-price-prediction,JensBender,rental-price-prediction,https://github.com/JensBender/rental-price-prediction,7,1,"machine-learning,python,google-maps-api,web-scraping,feature-engineering,data-visualization,model-deployment,rental-price-predictions",model-deployment
bentoml/yatai-chart,bentoml,yatai-chart,https://github.com/bentoml/yatai-chart,7,10,"kubernetes,helm,bentoml,yatai,mlops,model-deployment",model-deployment
eftekhar-hossain/Bengali-Document-Categorization,eftekhar-hossain,Bengali-Document-Categorization,https://github.com/eftekhar-hossain/Bengali-Document-Categorization,7,4,"document-categorization,text-classification,cnn-lstm,bengali-natural-language-processing,word-embedding,keras-tensorflow,tensorflow2,heroku,flask,model-deployment,bootstrap3,news-dataset",model-deployment
Vitgracer/PyTorch2Cpp-Inference,Vitgracer,PyTorch2Cpp-Inference,https://github.com/Vitgracer/PyTorch2Cpp-Inference,7,0,"cnn,cpp,cpp-inference,deep-learning,digit-recognition,image-classification,libtorch,mnist,model-deployment,opencv,pytorch,torchscript,python-to-cpp",model-deployment
ClaudiaCartaya/Bike-sharing,ClaudiaCartaya,Bike-sharing,https://github.com/ClaudiaCartaya/Bike-sharing,6,8,"regression-models,r-shiny,dashboard,bike-sharing,model-deployment",model-deployment
RuiFSP/mlops-zoomcamp-2025,RuiFSP,mlops-zoomcamp-2025,https://github.com/RuiFSP/mlops-zoomcamp-2025,6,1,"machine-learning,mlops,mlops-workflow,model-deployment,model-deployment-orchestration,model-training",model-deployment
EmpereurPirate/Empereur,EmpereurPirate,Empereur,https://github.com/EmpereurPirate/Empereur,6,0,"ai,llm,pirate,empereur,opensource,download,downloader,huggingface,model,machine-learning,model-deployment,model-downloader,python,empereur-pirate,empereurpirate,ai-models,automated-downloader,language-model,machine-learning-models,python-script",model-deployment
pushkarsaini18/Customer-Behaviour-Pattern,pushkarsaini18,Customer-Behaviour-Pattern,https://github.com/pushkarsaini18/Customer-Behaviour-Pattern,6,1,"kmeans-clustering,dbscan-clustering,clustering-algorithm,clustering-methods,model-deployment,agglomerative-clustering,streamlit",model-deployment
afsharino/DataTalksClub,afsharino,DataTalksClub,https://github.com/afsharino/DataTalksClub,5,0,"classification,data-analysis,data-science,decision-trees,deep-learning,evaluation-metrics,homework,jupyter-notebooks,machine-learning,model-deployment,neural-networks,projects,python,regression,ml-zoom-camp,mlops-zoomcamp",model-deployment
SayamAlt/Health-Insurance-Claim-Prediction,SayamAlt,Health-Insurance-Claim-Prediction,https://github.com/SayamAlt/Health-Insurance-Claim-Prediction,5,0,"exploratory-data-analysis,feature-engineering,feature-scaling,machine-learning,model-deployment,regression-analysis,regression-testing",model-deployment
SachaIZADI/colorful-world-pix2pix,SachaIZADI,colorful-world-pix2pix,https://github.com/SachaIZADI/colorful-world-pix2pix,5,2,"pix2pix,pytorch,colorization,colab-notebook,conditional-gan,generative-adversarial-network,labeled-faces-in-the-wild,flask-api,model-deployment,heroku-app,python,unet,grayscale-images",model-deployment
SaloniJhalani/Bank-Customer-Churn-Prediction,SaloniJhalani,Bank-Customer-Churn-Prediction,https://github.com/SaloniJhalani/Bank-Customer-Churn-Prediction,5,4,"classification,exploratory-data-analysis,machine-learning,model-deployment,python",model-deployment
Monsurat-Onabajo/Medical_chatbot,Monsurat-Onabajo,Medical_chatbot,https://github.com/Monsurat-Onabajo/Medical_chatbot,5,2,"data-science,datapreprocessing,deep-learning,model-deployment,natural-language-processing,nltk,python,pytorch,multi-label-classification,multi-layer-perceptron",model-deployment
addievo/phishingDetection,addievo,phishingDetection,https://github.com/addievo/phishingDetection,5,1,"cybersecurity,feature-extraction,flask,machine-learning,model-deployment,phishing,phishing-detection,python,randomforest,web",model-deployment
mickwar/ml-deploy,mickwar,ml-deploy,https://github.com/mickwar/ml-deploy,5,2,"machine-learning,deployment,flask,gunicorn,model,model-deployment,virtualenv,pickle,docker",model-deployment
ksm26/Quantization-Fundamentals-with-Hugging-Face,ksm26,Quantization-Fundamentals-with-Hugging-Face,https://github.com/ksm26/Quantization-Fundamentals-with-Hugging-Face,5,10,"compression,generative-ai,hugging-face,linear-quantization,model-compression,optimize,quantization,transformers-library,downcasting,quanto-library,model-deployment,model-optimization,quantization-fundamentals",model-deployment
Emmarex/AThousandWaysToDeployModels---tflite,Emmarex,AThousandWaysToDeployModels---tflite,https://github.com/Emmarex/AThousandWaysToDeployModels---tflite,5,2,"machine-learning,deep-learning,model-deployment,tensorflow,tensorflow-lite,flutter,mlkit,flutter-mlkit",model-deployment
koushik-elite/Signature-Verification,koushik-elite,Signature-Verification,https://github.com/koushik-elite/Signature-Verification,5,6,"signature-verification,deep-learning,neural-network,siamese-neural-network,pytorch,flask-api,angular6,model-deployment,python3,python-flask,single-page-applications",model-deployment
niyazed/triton-mnist-example,niyazed,triton-mnist-example,https://github.com/niyazed/triton-mnist-example,4,1,"docker,mnist-handwriting-recognition,model-deployment,nvidia-docker,triton-inference-server,tensorflow,pytorch,deep-learning,grpc,inference,machine-learning,python",model-deployment
Emmarex/AThousandWaysToDeployModels---A.P.I,Emmarex,AThousandWaysToDeployModels---A.P.I,https://github.com/Emmarex/AThousandWaysToDeployModels---A.P.I,4,3,"machine-learning,deep-learning,model-deployment,tflite,tflite-models,tflite-conversion,tensorflow-serving",model-deployment
Yash-Kavaiya/30-Days-LLM-Mastery-Course,Yash-Kavaiya,30-Days-LLM-Mastery-Course,https://github.com/Yash-Kavaiya/30-Days-LLM-Mastery-Course,4,2,"attention-mechanism,fine-tuning,language-models,llm,model-deployment,nlp,pytorch,transformers",model-deployment
indrapaul824/Binary-Classification-Web-App,indrapaul824,Binary-Classification-Web-App,https://github.com/indrapaul824/Binary-Classification-Web-App,4,1,"binary-classification,support-vector-classifier,logistic-regression,random-forest-classifier,streamlit-dashboard,heroku-deployment,machine-learning,model-deployment,web-app",model-deployment
saadhaxxan/AWS-Lambda-Model-Deployment,saadhaxxan,AWS-Lambda-Model-Deployment,https://github.com/saadhaxxan/AWS-Lambda-Model-Deployment,4,2,"aws-lambda,serverless,tensorflow,tensorflow-lite,mlops-workflow,mlops-environment,tflite-models,model-deployment,aws-s3,aws-lambda-python,aws-apigateway",model-deployment
tataganesh/TF-Serving-CNN-example,tataganesh,TF-Serving-CNN-example,https://github.com/tataganesh/TF-Serving-CNN-example,4,0,"tensorflow-serving,serving,model-deployment",model-deployment
tugot17/FastAPI-Model-Deployement,tugot17,FastAPI-Model-Deployement,https://github.com/tugot17/FastAPI-Model-Deployement,4,0,"fastapi-template,model-deployment",model-deployment
nickdcox/ml-linear-airfare-prediction,nickdcox,ml-linear-airfare-prediction,https://github.com/nickdcox/ml-linear-airfare-prediction,4,0,"data-cleaning,feature-engineering,exploratory-data-analysis,machine-learning,linear-regression,data-visualisation,model-deployment,python,pandas,sklearn,xgboost-model,lgbmregressor,flask,google-maps-api,matplotlib",model-deployment
Rohan-Thoma/Ecommerce-product-image-classification,Rohan-Thoma,Ecommerce-product-image-classification,https://github.com/Rohan-Thoma/Ecommerce-product-image-classification,4,0,"deep-learning,image-classification,end-to-end-case-study,model-deployment,big-data",model-deployment
AbhishekBishoyi/XGBoost-to-SQL,AbhishekBishoyi,XGBoost-to-SQL,https://github.com/AbhishekBishoyi/XGBoost-to-SQL,4,0,"xgboost,sql,model-deployment",model-deployment
SayamAlt/Liver-Cirrhosis-Stage-Prediction,SayamAlt,Liver-Cirrhosis-Stage-Prediction,https://github.com/SayamAlt/Liver-Cirrhosis-Stage-Prediction,4,0,"multiclass-classification,exploratory-data-analysis,feature-engineering,hyperparameter-tuning,model-deployment,model-evaluation-metrics,model-training,supervised-machine-learning",model-deployment
IBMDeveloperUK/Trusted-AI-Workshop,IBMDeveloperUK,Trusted-AI-Workshop,https://github.com/IBMDeveloperUK/Trusted-AI-Workshop,4,2,"watson-openscale,ibm-cloud,machine-learning,model-deployment,trusted-ai",model-deployment
MNoorFawi/creating-api-for-machine-learning-model,MNoorFawi,creating-api-for-machine-learning-model,https://github.com/MNoorFawi/creating-api-for-machine-learning-model,3,0,"machine-learning-api,data-science,model-deployment",model-deployment
AhsanAkhlaq/CreditScoringModel,AhsanAkhlaq,CreditScoringModel,https://github.com/AhsanAkhlaq/CreditScoringModel,3,1,"credit-risk,credit-scoring,docker,fastapi,financial-modeling,frontend-api,kaggle-dataset,machine-learning,mlops,model-deployment,python3,random-forest,sklearn,uci-dataset,credit-default-prediction",model-deployment
roland045/road_quality_measurement_analysis,roland045,road_quality_measurement_analysis,https://github.com/roland045/road_quality_measurement_analysis,3,0,"azure,data-analysis,data-engineering,data-science,machine-learning,mlops,model-deployment,python,sql,unsupervised-learning",model-deployment
lawalsegun2025/body_fat_estimator,lawalsegun2025,body_fat_estimator,https://github.com/lawalsegun2025/body_fat_estimator,3,0,"eda,hyperparameter-tuning,machine-learning,model-deployment,feature-selection",model-deployment
virajbhutada/music-recommendation-system,virajbhutada,music-recommendation-system,https://github.com/virajbhutada/music-recommendation-system,3,1,"data-analysis,data-visualization,eda,machine-learning,model-deployment,music-recommendation-system,nlp,pivot-table,principal-component-analysis,python,python-library,similarity-matrix,spotify-data,user-experience,html,ml-algortihms,streamlit-web,data-science-projects,model-evaluation",model-deployment
Sarah-Hesham-2022/Covid19_Pneumonia_Normal_Image_CNN_Classification-and-Deployment,Sarah-Hesham-2022,Covid19_Pneumonia_Normal_Image_CNN_Classification-and-Deployment,https://github.com/Sarah-Hesham-2022/Covid19_Pneumonia_Normal_Image_CNN_Classification-and-Deployment,3,0,"artificial-intelligence,bioinformatics,chest-xray-images,cnn,convolutional-neural-networks,covid-19,data-science,deep-learning,google-colaboratory-notebooks,healthcare-application,image-classification,medical-imaging,neural-networks,pneumonia-detection,python3,kaggle,keras,machine-learning,model-deployment,tensorflow",model-deployment
rochitasundar/DeepLearning.AI-Practical-Data-Science-On-AWS-Cloud-Specialization,rochitasundar,DeepLearning.AI-Practical-Data-Science-On-AWS-Cloud-Specialization,https://github.com/rochitasundar/DeepLearning.AI-Practical-Data-Science-On-AWS-Cloud-Specialization,3,1,"aws,blazingtext,glue,s3-bucket,sagemaker-clarify,sagemaker-autopilot,bert-model,feature-store,ground-truth,human-in-the-loop-machine-learning,ml-pipelines,mlops,model-deployment",model-deployment
gershonc/mlflow_showcase,gershonc,mlflow_showcase,https://github.com/gershonc/mlflow_showcase,3,1,"ml,ai,mlflow,tracking-algorithm,ml-infrastructure,ml-engineering,ml-pipeline,model-deployment,model-development,model-testing",model-deployment
SayamAlt/Stellar-Classification---Sloan-Digital-Sky-Survey-17,SayamAlt,Stellar-Classification---Sloan-Digital-Sky-Survey-17,https://github.com/SayamAlt/Stellar-Classification---Sloan-Digital-Sky-Survey-17,3,1,"imbalanced-learning,model-deployment,multiclass-classification,supervised-machine-learning,cross-validation,data-preprocessing,data-visualization,exploratory-data-analysis,feature-engineering,feature-scaling,model-evaluation,model-training",model-deployment
IsaacMwendwa/productive-employment-prediction,IsaacMwendwa,productive-employment-prediction,https://github.com/IsaacMwendwa/productive-employment-prediction,3,2,"predictive-analysis,pdf-data-extraction,data-science-project-life-cycle,model-deployment,flask,end-to-end-project,python,scikit-learn,machine-learning",model-deployment
fshnkarimi/Machine-Learning-App-Deployment-on-Amazon-EKS-with-MLOps-Practices,fshnkarimi,Machine-Learning-App-Deployment-on-Amazon-EKS-with-MLOps-Practices,https://github.com/fshnkarimi/Machine-Learning-App-Deployment-on-Amazon-EKS-with-MLOps-Practices,3,2,"amazon-eks,aws,aws-codebuild,aws-codepipeline,cicd,data-science,docker,dvc,git,iac,infrastructure-as-code,kubernetes,machine-learning,mlops,model-deployment,python,streamlit,terraform,version-control",model-deployment
vcwild/mlops-flask,vcwild,mlops-flask,https://github.com/vcwild/mlops-flask,3,0,"api-rest,machine-learning,model-deployment,mlops,gcp,docker-image,cloud-run,iac,poc,ci-cd",model-deployment
JonathaWRDCosta/Heart-Disease-ML-Project,JonathaWRDCosta,Heart-Disease-ML-Project,https://github.com/JonathaWRDCosta/Heart-Disease-ML-Project,3,0,"cross-validation,data-analysis,data-processing,exploratory-data-analysis-eda,feature-engineering,hyperparameter-tuning,machine-learning,model-deployment,model-evaluation,python-programming",model-deployment
hectorLop/Wandb-MV,hectorLop,Wandb-MV,https://github.com/hectorLop/Wandb-MV,3,0,"model,model-versioning,mlops,model-validation,model-deployment,data-science,machine-learning,deep-learning,experiment-tracking,ml-platform",model-deployment
ramesh-dev-code/openvino-projects,ramesh-dev-code,openvino-projects,https://github.com/ramesh-dev-code/openvino-projects,3,0,"computer-vision,dlstreamer,dwell-time-algorithm,edge-ai,edge-computing,image-classification,model-deployment,model-optimization,munkres-algorithm,object-detection,object-tracking,openvino-toolkit,person-reidentification,polyp-detection,reference-implementation,vehicle-license-plate-recognition,video-analytics,yolov11,yolov8-detection,yolov8-segmentation",model-deployment
DebarshiChanda/Employee-Attrition,DebarshiChanda,Employee-Attrition,https://github.com/DebarshiChanda/Employee-Attrition,3,2,"machine-learning,flask,model-deployment,html,css,bootstrap,python,web-development,xgboost,random-forest,lightgbm",model-deployment
HannahIgboke/Sentiment-Analysis-of-Real-time-Flipkart-Product-Reviews,HannahIgboke,Sentiment-Analysis-of-Real-time-Flipkart-Product-Reviews,https://github.com/HannahIgboke/Sentiment-Analysis-of-Real-time-Flipkart-Product-Reviews,3,0,"flask-application,machine-learning,python,sentiment-analysis,flipkart,model-deployment,aws-ec2,text-preprocessing",model-deployment
ml-libs/mlserve-demo,ml-libs,mlserve-demo,https://github.com/ml-libs/mlserve-demo,3,1,"mlserve,machine-learning,model-deployment,demo-app,demo",model-deployment
AkhithaBabu/ICH-detection,AkhithaBabu,ICH-detection,https://github.com/AkhithaBabu/ICH-detection,2,0,"model-deployment,deep-learning,deep-neural-networks,machine-learning,machine-learning-algorithms,machine-learning-models,machine-learning-projects,deep-learning-algorithms,deeplearning-demo,deep-learning-papers,deep-learning-models,medical-imaging,html,javascript,css,python,hybrid-model,cnn,detection,ct-scan-images",model-deployment
Abduttayyeb/Hobby-Recommender-System-With-Deployement,Abduttayyeb,Hobby-Recommender-System-With-Deployement,https://github.com/Abduttayyeb/Hobby-Recommender-System-With-Deployement,2,0,"recommender-system,machine-learning,support-vector-machine,classification-algorithm,model-deployment,flask,hobby-recommender,classification-model,hobby",model-deployment
lin-justin/humor-app,lin-justin,humor-app,https://github.com/lin-justin/humor-app,2,1,"model-deployment,streamlit,streamlit-webapp,fasttext,fasttext-python,fasttext-model,nlp,text-classification",model-deployment
hasanamanet/ML-Deployment,hasanamanet,ML-Deployment,https://github.com/hasanamanet/ML-Deployment,2,0,"model-deployment,data-science,flask,flask-application,heroku,heroku-deployment,classification,classification-algorithm,flask-web",model-deployment
JBris/clearml-testing,JBris,clearml-testing,https://github.com/JBris/clearml-testing,2,0,"clearml,clearml-agent,devops,devops-tools,machine-learning,mlops,mlops-project,mlops-workflow,model-deployment,model-evaluation,model-evaluation-and-comparison,model-evaluation-and-refinement,model-evaluation-and-selection,model-evaluation-and-tuning,model-evaluation-and-validation,model-evaluation-metrics,model-training",model-deployment
Soumyad0670/Soumyad0670,Soumyad0670,Soumyad0670,https://github.com/Soumyad0670/Soumyad0670,2,0,"artificial-neural-networks,c,java,machine-learning,model-deployment,python3",model-deployment
Irene-Busah/machine-learning-Ops,Irene-Busah,machine-learning-Ops,https://github.com/Irene-Busah/machine-learning-Ops,2,0,"machine-learning-algorithms,mlflow,model-deployment,model-design,model-development,machine-learning-pipeline,prefect,aws-ec2,aws-s3,aws-sagemaker",model-deployment
AdilShamim8/Laptop-Price-Predictor,AdilShamim8,Laptop-Price-Predictor,https://github.com/AdilShamim8/Laptop-Price-Predictor,2,0,"data-science,machine-learning,model-deployment,pandas,price-prediction,python,regression,scikit-learn,laptop-pricing",model-deployment
shubhamkore282/Bankruptcy-Prevention,shubhamkore282,Bankruptcy-Prevention,https://github.com/shubhamkore282/Bankruptcy-Prevention,2,0,"logistic-regression,regression,regression-models,bankruptcy-prediction,bankruptcy,streamlit,streamlit-webapp,model-deployment,deployment",model-deployment
luisrodriguesphd/ml-based-text-classification,luisrodriguesphd,ml-based-text-classification,https://github.com/luisrodriguesphd/ml-based-text-classification,2,0,"docker,fastapi,github-actions,kedro,machine-learning,mlops,model-deployment,nlp",model-deployment
sksoumik/detect-covid-19-app,sksoumik,detect-covid-19-app,https://github.com/sksoumik/detect-covid-19-app,2,1,"covid-19,covid-19-detection,image-classification,tensorflow,model-deployment",model-deployment
karimosman89/ML-Pipeline-AWS,karimosman89,ML-Pipeline-AWS,https://github.com/karimosman89/ML-Pipeline-AWS,2,1,"data-integration,data-preprocessing,model-deployment,model-training-and-evaluation,monitoring-tool",model-deployment
PraveenKumar-Rajendran/Udacity-AI-Product-Manager,PraveenKumar-Rajendran,Udacity-AI-Product-Manager,https://github.com/PraveenKumar-Rajendran/Udacity-AI-Product-Manager,2,0,"ai-capstone,ai-product,ai-projects,ai-strategy,automl,business-proposal,dataset-creation,google-automl,healthcare-ai,image-classification,machine-learning,model-deployment,model-training,product-development,product-management,udacity-nanodegree,ai-product-manager,medical-image-annotation",model-deployment
moharamfatema/neurocompass-website,moharamfatema,neurocompass-website,https://github.com/moharamfatema/neurocompass-website,2,0,"ai,d3js,data-visualization,fastapi,model-deployment,reactjs,vite",model-deployment
joeanton719/My-Data-Science-Projects,joeanton719,My-Data-Science-Projects,https://github.com/joeanton719/My-Data-Science-Projects,2,1,"classification,machine-learning,feature-engineering,feature-selection,hyperparameter-tuning,model-validation,regression,model-deployment,eda,data-visualization,datascience",model-deployment
Ashutosh27ind/deploy-yolov3-aws,Ashutosh27ind,deploy-yolov3-aws,https://github.com/Ashutosh27ind/deploy-yolov3-aws,2,3,"aws,flask,model-deployment,object-detection,yolov3-tensorflow",model-deployment
VisionOra/Docker-Tensorflow-Mongo,VisionOra,Docker-Tensorflow-Mongo,https://github.com/VisionOra/Docker-Tensorflow-Mongo,2,0,"mongo-docker,docker-image,docker-container,model-deployment,tensorflow-docker",model-deployment
adarsh-n2003/Breast-Cancer-Prediction-using-CNN,adarsh-n2003,Breast-Cancer-Prediction-using-CNN,https://github.com/adarsh-n2003/Breast-Cancer-Prediction-using-CNN,2,0,"breast-cancer-prediction,convolutional-neural-networks,data-preprocessing,image-classification,kaggle-dataset,machine-learning,medical-imaging,model-deployment,streamlit,tensorflow",model-deployment
neavdak/industrial-process-simulation,neavdak,industrial-process-simulation,https://github.com/neavdak/industrial-process-simulation,2,0,"generative-adversarial-networks,data-preprocessing,future-improvements,model-deployment,model-evaluation,predictive-maintenance,process-optimization,testing-and-validation,documentation-and-version-control,gan-model-architecture,industrial-process-simulation,iot-sensor-integration,training-gan",model-deployment
BhattAyush17/Loan-Dash-X,BhattAyush17,Loan-Dash-X,https://github.com/BhattAyush17/Loan-Dash-X,2,0,"data,datascience-machinelearning,machine-learning,prediction-model,pipeline-framework,loan-prediction-analysis,model-deployment",model-deployment
rahmansahinler1/YOLO_custom_object_detection,rahmansahinler1,YOLO_custom_object_detection,https://github.com/rahmansahinler1/YOLO_custom_object_detection,2,0,"artificial-intelligence,model-deployment",model-deployment
SayamAlt/Credit-Card-Fraud-Detection,SayamAlt,Credit-Card-Fraud-Detection,https://github.com/SayamAlt/Credit-Card-Fraud-Detection,2,0,"classification,feature-engineering,machine-learning,model-deployment,supervised-machine-learning",model-deployment
NishaniKasineshan/Machine-Learning-Model-Deployment-using-gRPC,NishaniKasineshan,Machine-Learning-Model-Deployment-using-gRPC,https://github.com/NishaniKasineshan/Machine-Learning-Model-Deployment-using-gRPC,2,0,"grpc,grpc-python,grpcio-tools,grpc-server,grpc-services,model-deployment,grpc-client,model-predictions,pillow,python,tensorflow",model-deployment
KartikeyMish/Senal,KartikeyMish,Senal,https://github.com/KartikeyMish/Senal,2,0,"data-preprocessing,data-science,flask,machine-learning,model-deployment,natural-language-processing,sentiment-analysis,text-analysis,vandersentiment,web-development",model-deployment
IE7374-MachineLearningOperations/StockPricePrediction,IE7374-MachineLearningOperations,StockPricePrediction,https://github.com/IE7374-MachineLearningOperations/StockPricePrediction,2,2,"airflow,dvc,google-cloud,mlflow,mlops,model-deployment,stock",model-deployment
Sarah-Hesham-2022/Brain-Tumor-Detection_CNN-and-Deployment,Sarah-Hesham-2022,Brain-Tumor-Detection_CNN-and-Deployment,https://github.com/Sarah-Hesham-2022/Brain-Tumor-Detection_CNN-and-Deployment,2,0,"artficial-intelligence,brain-tumors,classification-algorithm,cnn,convolutional-neural-networks,deep-learning,deep-neural-networks,kaggle,medical-image-processing,bioinformatics,datascience,google-colaboratory-notebooks,healthcare-informatics,image-processing,medical-imaging,tensorflow,model-deployment,h5-files",model-deployment
aihpi/mlops-docker,aihpi,mlops-docker,https://github.com/aihpi/mlops-docker,2,2,"docker,fastapi,mlops,model-deployment,nlp",model-deployment
aliftech/Image-Classification-with-Model-Deployment,aliftech,Image-Classification-with-Model-Deployment,https://github.com/aliftech/Image-Classification-with-Model-Deployment,2,0,"cnn,computer-vision,image-classification,machine-learning,model-deployment,tensorflow,tflite",model-deployment
Vatsalparsaniya/Mnist-Model-Deploy,Vatsalparsaniya,Mnist-Model-Deploy,https://github.com/Vatsalparsaniya/Mnist-Model-Deploy,2,1,"flask,webapp,heroku-deployment,herokuapp,mnist-classification,tensorflow,model-deployment",model-deployment
Rishikesh-Jadhav/LLM-and-RAG-based-Chat-Application-with-AlloyDB-and-Vertex-AI,Rishikesh-Jadhav,LLM-and-RAG-based-Chat-Application-with-AlloyDB-and-Vertex-AI,https://github.com/Rishikesh-Jadhav/LLM-and-RAG-based-Chat-Application-with-AlloyDB-and-Vertex-AI,2,0,"alloydb,chatbot,large-language-models,model-deployment,natural-language-processing,retrieval-augmented-generation,semantic-search,user-interface,vector-embedding-database,vertex-ai,generative-ai,google-cloud-platform",model-deployment
AhmetZamanis/DeepLearningEnergyForecasting,AhmetZamanis,DeepLearningEnergyForecasting,https://github.com/AhmetZamanis/DeepLearningEnergyForecasting,2,0,"attention-mechanism,deep-learning,lstm,python,recurrent-neural-networks,time-series-forecasting,transformers,quantile-regression,regression,seq2seq,time-series,gaussian-processes,gpytorch,cuda,docker,lightning,mlops,model-deployment,torch",model-deployment
monsterdevgit/Loan_Approval_Model,monsterdevgit,Loan_Approval_Model,https://github.com/monsterdevgit/Loan_Approval_Model,1,0,"classification-model,credit-scoring,data-science,financial-services,flask,flask-application,loan-approval-prediction,machine-learning,model-deployment,predictive-analytics",model-deployment
luuisotorres/fastapi-iris-predictor,luuisotorres,fastapi-iris-predictor,https://github.com/luuisotorres/fastapi-iris-predictor,1,0,"fastapi,iris-classification,iris-dataset,jwt-authentication,logistic-regression,machine-learning,model-deployment,poetry-python,scikit-learn,sqlalchemy-python,sqlite3,railway-app,render-deployment",model-deployment
ashkan-mokarian/mlops-zoomcamp,ashkan-mokarian,mlops-zoomcamp,https://github.com/ashkan-mokarian/mlops-zoomcamp,1,0,"learning,mlops,model-deployment,model-monitoring,workflow-orchestration",model-deployment
srikanth-gedela/SriMLModels,srikanth-gedela,SriMLModels,https://github.com/srikanth-gedela/SriMLModels,1,0,"classification-algorithm,fraud-detection,data-science,machine-learning-algorithms,data,data-preparation,feature-extraction,feature-engineering,feature-selection,dimensionality-reduction,model-deployment,exploratory-data-analysis,exploratory-data-visualizations,sentiment-analysis,time-series,stock-prediction",model-deployment
mwasifanwar/llm-mastery,mwasifanwar,llm-mastery,https://github.com/mwasifanwar/llm-mastery,1,0,"ai-education,artificial-intelligence,attention-mechanism,deep-learning,fine-tuning,huggingface,large-language-models,llm,machine-learning,model-deployment,model-training,neural-networks,nlp,pre-training,pytorch,research-paper,transformer,transformer-architecture",model-deployment
nindyaekaapsari/FinalProject5,nindyaekaapsari,FinalProject5,https://github.com/nindyaekaapsari/FinalProject5,1,0,"machine-learning,image-classification,model,model-deployment",model-deployment
SayamAlt/Black-Friday-Sales-Prediction,SayamAlt,Black-Friday-Sales-Prediction,https://github.com/SayamAlt/Black-Friday-Sales-Prediction,1,0,"data-visualization,exploratory-data-analysis,feature-engineering,machine-learning,model-deployment,regression-analysis,regression-modelling,regression-testing,supervised-learning,artificial-neural-networks,deep-learning,model-training-and-evaluation",model-deployment
